iter	Logloss
370	0.2882223905
371	0.2880850478
372	0.2879100075
373	0.2877460906
374	0.2875414927
375	0.2873984785
376	0.2871970605
377	0.2870436556
378	0.2869723681
379	0.286809427
380	0.2866033649
381	0.2864694835
382	0.2862474367
383	0.286075739
384	0.2859950293
385	0.2857575382
386	0.2855915869
387	0.285351111
388	0.2852811729
389	0.2850928358
390	0.2849137545
391	0.2848071343
392	0.2846247559
393	0.2843498515
394	0.2841649137
395	0.2839119486
396	0.2838077029
397	0.2836598472
398	0.283541841
399	0.2833781631
400	0.2832136995
401	0.283076527
402	0.2828962231
403	0.2827780204
404	0.2826481848
405	0.2824557584
406	0.2822904269
407	0.2821183998
408	0.2820058471
409	0.2818308817
410	0.2816484027
411	0.2814762089
412	0.2813242468
413	0.2811303796
414	0.2809140696
415	0.2807950893
416	0.2805642258
417	0.2803514329
418	0.2801856788
419	0.2799716318
420	0.2798327971
421	0.2797255863
422	0.2795670872
423	0.279458969
424	0.2793167921
425	0.2790268817
426	0.2788580895
427	0.2785994347
428	0.278421864
429	0.2782866859
430	0.2781161966
431	0.2779950426
432	0.2778608856
433	0.2776619415
434	0.2774951005
435	0.2773937821
436	0.2773010498
437	0.2771346006
438	0.2769894647
439	0.2768130158
440	0.2767089987
441	0.2764719441
442	0.2763165042
443	0.2762261466
444	0.2760368251
445	0.2759728043
446	0.275888613
447	0.2756755352
448	0.2755080579
449	0.2754344328
450	0.275268051
451	0.2750801798
452	0.2749456275
453	0.2748163544
454	0.2746659177
455	0.2746021747
456	0.2744786014
457	0.2744051953
458	0.2742774997
459	0.2740194615
460	0.2738639673
461	0.2737248496
462	0.2735762894
463	0.2734413356
464	0.2732504349
465	0.2731778528
466	0.2730289474
467	0.2729662384
468	0.2727966493
469	0.2726548298
470	0.2725740565
471	0.2725210563
472	0.272370629
473	0.2722148654
474	0.2720610307
475	0.2718923073
476	0.2717213805
477	0.2715370364
478	0.2714532831
479	0.2713523619
480	0.2712540526
481	0.2710103254
482	0.2708303316
483	0.270676644
484	0.2705351214
485	0.2703281238
486	0.2702128301
487	0.2701624638
488	0.2700766159
489	0.2699929582
490	0.2698589206
491	0.269693834
492	0.2695906401
493	0.2695403132
494	0.2694534989
495	0.2693443938
496	0.2692137794
497	0.2690347438
498	0.2688824576
499	0.2687325137
500	0.2685876553
501	0.2684537818
502	0.2682620726
503	0.2681209067
504	0.2679643174
505	0.2677970983
506	0.2676049344
507	0.2674704374
508	0.2672767175
509	0.267225588
510	0.2670457166
511	0.2669006776
512	0.2667721028
513	0.2666403397
514	0.2664800218
515	0.2663086927
516	0.2662364859
517	0.2661386261
518	0.2660082501
519	0.2658225468
520	0.2657388071
521	0.2656608096
522	0.2654943029
523	0.2654410473
524	0.265341389
525	0.2652460221
526	0.2650948186
527	0.2649282862
528	0.2647571936
529	0.2646805635
530	0.2645198989
531	0.2643162489
532	0.2641868103
533	0.264019525
534	0.2638169861
535	0.2637215626
536	0.263564459
537	0.2634981416
538	0.2633769533
539	0.263304355
540	0.2631939307
541	0.2630050884
542	0.2629356368
543	0.262792718
544	0.2627027993
545	0.262505501
546	0.2624199107
547	0.2623546224
548	0.262276742
549	0.2621195039
550	0.262002001
551	0.2618143001
552	0.2617186603
553	0.2615930594
554	0.2614574885
555	0.2613490853
556	0.2612046105
557	0.2610287971
558	0.2608263013
559	0.2607127815
560	0.2605963194
561	0.2604696887
562	0.2603601982
563	0.2602618346
564	0.2601787036
565	0.2600041472
566	0.2598834268
567	0.2597865435
568	0.2596256028
569	0.2594824843
570	0.259378183
571	0.2592507964
572	0.2591880976
573	0.2590516082
574	0.258927463
575	0.2588198658
576	0.2586892394
577	0.2585855651
578	0.2584422624
579	0.2583464352
580	0.2582037684
581	0.2580329675
582	0.2579181013
583	0.2577487587
584	0.2575969722
585	0.2575487503
586	0.2573587724
587	0.2572615541
588	0.2571991507
589	0.2570467751
590	0.256897657
591	0.2567984822
592	0.2566938935
593	0.2565960207
594	0.2564600948
595	0.2564073687
596	0.2562627523
597	0.2561218704
598	0.2559759864
599	0.2558747478
600	0.2556959946
601	0.2556159659
602	0.255459304
603	0.2552995209
604	0.2551777446
605	0.2550070903
606	0.2548751776
607	0.2547910811
608	0.2547027082
609	0.2545979596
610	0.2544172793
611	0.2543555103
612	0.25421995
613	0.2541358391
614	0.2540102478
615	0.2539023271
616	0.2537649292
617	0.2536244777
618	0.2535077626
619	0.2533948854
620	0.2532930921
621	0.2531705124
622	0.253031757
623	0.2529296212
624	0.2528499816
625	0.2527360854
626	0.2526249141
627	0.2524526112
628	0.2523170537
629	0.2521691408
630	0.2520420717
631	0.2518919135
632	0.2517570282
633	0.2516552068
634	0.2515678013
635	0.2514131285
636	0.2513263766
637	0.2512199234
638	0.2511335501
639	0.2509944893
640	0.2508549887
641	0.25072225
642	0.2506257388
643	0.2504905964
644	0.250379649
645	0.2502595687
646	0.2501412514
647	0.250047612
648	0.2499618528
649	0.2498206191
650	0.249680407
651	0.2495525753
652	0.2494562739
653	0.2493795495
654	0.2492092912
655	0.2491162017
656	0.2490306701
657	0.2489221792
658	0.248826684
659	0.2487293195
660	0.248595848
661	0.248472971
662	0.248366335
663	0.2482957855
664	0.2481644412
665	0.2480485443
666	0.2479524233
667	0.2478468164
668	0.2477321423
669	0.2475719807
670	0.2474258569
671	0.2472782356
672	0.2471684088
673	0.2471034365
674	0.2470328556
675	0.2469232956
676	0.2467693844
677	0.2466285067
678	0.2465284295
679	0.2464021643
680	0.2463065338
681	0.2461973901
682	0.2461324807
683	0.2459790773
684	0.2458617009
685	0.2457089738
686	0.2455848507
687	0.2454978337
688	0.2453615805
689	0.2452619307
690	0.2451363824
691	0.2450110329
692	0.2448896985
693	0.2447730481
694	0.2447118179
695	0.2446094083
696	0.2444518567
697	0.244327709
698	0.2442409308
699	0.2441076984
700	0.2439803022
701	0.2438901056
702	0.2438164935
703	0.2436944152
704	0.2435503494
705	0.2434671492
706	0.2433830476
707	0.2432773742
708	0.2431712404
709	0.2430455793
710	0.2429063273
711	0.2428047334
712	0.2426827631
713	0.2425706418
714	0.2424418522
715	0.2423968689
716	0.2422655345
717	0.2422097673
718	0.2421217282
719	0.2420146376
720	0.2418811365
721	0.2417629159
722	0.2416479027
723	0.2415286586
724	0.241458233
725	0.2413511743
726	0.2412492839
727	0.241097065
728	0.2409847859
729	0.2408540006
730	0.2407824765
731	0.2406795724
732	0.240572531
733	0.2404619969
734	0.2404025541
735	0.2403354457
736	0.240188362
737	0.2400360182
738	0.2399320655
739	0.2398696506
740	0.2397506747
741	0.2396532114
742	0.2395781099
743	0.2394721468
744	0.2393549143
745	0.2392554645
746	0.2391399495
747	0.2390347639
748	0.2389830436
749	0.238888751
750	0.2387962828
751	0.2386879258
752	0.2385546538
753	0.2384176882
754	0.2383289943
755	0.2382737489
756	0.238228372
757	0.2381239253
758	0.2380769859
759	0.2379312356
760	0.2378053603
761	0.2377068417
762	0.2376143021
763	0.2375274891
764	0.2374222328
765	0.2373176536
766	0.2372206928
767	0.237143035
768	0.2370475005
769	0.2369283302
770	0.2367991716
771	0.2367169313
772	0.2365772038
773	0.2364437233
774	0.2363398319
775	0.2362948445
776	0.236189166
777	0.2360708487
778	0.2359700482
779	0.2358777442
780	0.2357662777
781	0.2356793705
782	0.2355773644
783	0.2355021005
784	0.2353899149
785	0.2352628444
786	0.2351915484
787	0.2350971888
788	0.2350231602
789	0.2349339305
790	0.234881479
791	0.2347548801
792	0.2346392079
793	0.2345406512
794	0.2343865979
795	0.2343096723
796	0.2342259199
797	0.2341392762
798	0.2340353534
799	0.2339321881
800	0.2338173078
801	0.233720636
802	0.2336307775
803	0.2335459254
804	0.2334356601
805	0.2334038342
806	0.2333578427
807	0.2332521976
808	0.2331339931
809	0.233052416
810	0.2329331397
811	0.232860555
812	0.2327425147
813	0.2326755965
814	0.2326404848
815	0.2325261138
816	0.2324284125
817	0.2323500851
818	0.2322805607
819	0.232173482
820	0.2320855461
821	0.2319925178
822	0.2318838882
823	0.2317678353
824	0.2316542788
825	0.2315910429
826	0.2315399432
827	0.231451805
828	0.2313146687
829	0.2312336037
830	0.231150812
831	0.2310826186
832	0.230998653
833	0.2308963557
834	0.2308113332
835	0.2307167698
836	0.2305866304
837	0.2304428976
838	0.2303573621
839	0.2302819029
840	0.2302003741
841	0.2300978335
842	0.2300165891
843	0.2299271745
844	0.2297713861
845	0.2296714164
846	0.2295857231
847	0.2294949258
848	0.2294183497
849	0.2293543359
850	0.2292924717
851	0.2291958166
852	0.2290769091
853	0.2290060949
854	0.2289240645
855	0.2288171772
856	0.2287191162
857	0.2286245391
858	0.228500919
859	0.2284317501
860	0.2283710376
861	0.2282858839
862	0.2281949786
863	0.2281384896
864	0.2279942103
865	0.2278595637
866	0.2278049693
867	0.2277186664
868	0.2276471565
869	0.2275917166
870	0.2275422125
871	0.227439403
872	0.2273473288
873	0.2272746562
874	0.2271384109
875	0.2270279726
876	0.2269250559
877	0.2268465947
878	0.2267157515
879	0.226610635
880	0.2265249579
881	0.2264760478
882	0.2264028136
883	0.2263559914
884	0.2262433227
885	0.2261673363
886	0.2260838771
887	0.2260080125
888	0.2259213486
889	0.2258893434
890	0.2257915669
891	0.2256279345
892	0.2255201594
893	0.2254012025
894	0.225305722
895	0.2252489781
896	0.2251819709
897	0.2250889944
898	0.2250415739
899	0.224984617
900	0.2248895461
901	0.2247649009
902	0.2246740536
903	0.224586588
904	0.2244908936
905	0.2243853509
906	0.2243025216
907	0.2242243255
908	0.224178723
909	0.2240699187
910	0.223958797
911	0.2238661772
912	0.2237978857
913	0.2236381515
914	0.2235411309
915	0.2234575765
916	0.2233937471
917	0.2233180917
918	0.2232774831
919	0.2231345558
920	0.2230450016
921	0.2229458988
922	0.2228702054
923	0.2227705173
924	0.2227012195
925	0.2226461509
926	0.22252098
927	0.222466352
928	0.2224225695
929	0.2223473227
930	0.2222654859
931	0.2221565213
932	0.2221037445
933	0.2220121157
934	0.2219087921
935	0.2217901004
936	0.2217077142
937	0.2215965046
938	0.2215484931
939	0.2214672438
940	0.221396676
941	0.2213261102
942	0.2212630701
943	0.2212004091
944	0.2210822674
945	0.2209317562
946	0.2208382113
947	0.220747917
948	0.2206791645
949	0.2205848466
950	0.2205494583
951	0.2204374968
952	0.2203886908
953	0.2203048308
954	0.220200504
955	0.2201046316
956	0.2200531439
957	0.219968508
958	0.2199038126
959	0.2198604163
960	0.2197782456
961	0.2197350007
962	0.2195804874
963	0.2194338946
964	0.2193691048
965	0.219268736
966	0.2191816202
967	0.21909783
968	0.2190074047
969	0.2189266012
970	0.2188449303
971	0.2187694675
972	0.218665069
973	0.2185793245
974	0.218531162
975	0.218446495
976	0.2183792951
977	0.2183112126
978	0.2182304159
979	0.2181442345
980	0.2180889072
981	0.2180194634
982	0.2179420269
983	0.2178606547
984	0.2177395599
985	0.217693528
986	0.2176217732
987	0.217558415
988	0.2174758982
989	0.2174162041
990	0.2173534694
991	0.2173075919
992	0.2172115129
993	0.2171707083
994	0.2170930005
995	0.2170002299
996	0.2169338926
997	0.2168524159
998	0.2167889238
999	0.2167064562
